CVE_ID,Description,Severity,CVSS_Score,CWE,Year
CVE-2021-0116,Out-of-bounds write in the firmware for some Intel(R) Processors may allow a privileged user to potentially enable an escalation of privilege via local access.,HIGH,7.8,CWE-787,2021
CVE-2021-0117,Pointer issues in the firmware for some Intel(R) Processors may allow a privileged user to potentially enable an escalation of privilege via local access.,HIGH,7.8,NVD-CWE-noinfo,2021
CVE-2021-0118,Out-of-bounds read in the firmware for some Intel(R) Processors may allow a privileged user to potentially enable an escalation of privilege via local access.,MEDIUM,6.7,CWE-125,2021
CVE-2021-0119,Improper initialization in the firmware for some Intel(R) Processors may allow a privileged user to potentially enable escalation of privilege via physical access.,MEDIUM,6.2,CWE-665,2021
CVE-2021-0120,Improper initialization in the installer for some Intel(R) Graphics DCH Drivers for Windows 10 before version 27.20.100.9316 may allow an authenticated user to potentially enable denial of service via local access.,MEDIUM,5.5,CWE-665,2021
CVE-2021-0121,Improper access control in the installer for some Intel(R) Iris(R) Xe MAX Dedicated Graphics Drivers for Windows 10 before version 27.20.100.9466 may allow authenticated user to potentially enable escalation of privilege via local access.,HIGH,7.8,NVD-CWE-Other,2021
CVE-2021-0124,Improper access control in the firmware for some Intel(R) Processors may allow a privileged user to potentially enable escalation of privilege via physical access.,MEDIUM,6.6,NVD-CWE-Other,2021
CVE-2021-0126,Improper input validation for the Intel(R) Manageability Commander before version 2.2 may allow an authenticated user to potentially enable escalation of privilege via adjacent access.,HIGH,8.0,CWE-20,2021
CVE-2021-0127,Insufficient control flow management in some Intel(R) Processors may allow an authenticated user to potentially enable a denial of service via local access.,MEDIUM,5.5,NVD-CWE-Other,2021
CVE-2021-0129,Improper access control in BlueZ may allow an authenticated user to potentially enable information disclosure via adjacent access.,MEDIUM,5.7,NVD-CWE-Other,2021
CVE-2021-0131,Use of cryptographically weak pseudo-random number generator (PRNG) in an API for the Intel(R) Security Library before version 3.3 may allow an authenticated user to potentially enable information disclosure via network access.,MEDIUM,6.5,CWE-338,2021
CVE-2021-0132,Missing release of resource after effective lifetime in an API for the Intel(R) Security Library before version 3.3 may allow a privileged user to potentially enable denial of service via network access.,MEDIUM,4.9,CWE-772,2021
CVE-2021-0133,Key exchange without entity authentication in the Intel(R) Security Library before version 3.3 may allow an authenticated user to potentially enable escalation of privilege via network access.,HIGH,8.1,NVD-CWE-Other,2021
CVE-2021-0134,Improper input validation in an API for the Intel(R) Security Library before version 3.3 may allow a privileged user to potentially enable denial of service via network access.,MEDIUM,4.9,CWE-20,2021
CVE-2021-0135,Improper input validation in the Intel(R) Ethernet Diagnostic Driver for Windows before version 1.4.0.10 may allow a privileged user to potentially enable escalation of privilege via local access.,MEDIUM,6.7,CWE-20,2021
CVE-2021-0143,Improper permissions in the installer for the Intel(R) Brand Verification Tool before version 11.0.0.1225 may allow an authenticated user to potentially enable escalation of privilege via local access.,HIGH,7.8,CWE-276,2021
CVE-2021-0144,Insecure default variable initialization for the Intel BSSA DFT feature may allow a privileged user to potentially enable an escalation of privilege via local access.,MEDIUM,6.7,CWE-1188,2021
CVE-2021-0145,Improper initialization of shared resources in some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,MEDIUM,5.5,CWE-665,2021
CVE-2021-0146,Hardware allows activation of test or debug logic at runtime for some Intel(R) processors which may allow an unauthenticated user to potentially enable escalation of privilege via physical access.,MEDIUM,6.8,NVD-CWE-Other,2021
CVE-2021-0147,Improper locking in the Power Management Controller (PMC) for some Intel Chipset firmware before versions pmc_fw_lbg_c1-21ww02a and pmc_fw_lbg_b0-21ww02a may allow a privileged user to potentially enable denial of service via local access.,MEDIUM,4.4,CWE-667,2021
CVE-2021-0148,Insertion of information into log file in firmware for some Intel(R) SSD DC may allow a privileged user to potentially enable information disclosure via local access.,MEDIUM,4.4,CWE-532,2021
CVE-2021-0151,Improper access control in the installer for some Intel(R) Wireless Bluetooth(R) and Killer(TM) Bluetooth(R) products in Windows 10 may allow an authenticated user to potentially enable escalation of privilege via local access.,HIGH,7.8,NVD-CWE-Other,2021
CVE-2021-0152,Improper verification of cryptographic signature in the installer for some Intel(R) Wireless Bluetooth(R) and Killer(TM) Bluetooth(R) products in Windows 10 may allow an authenticated user to potentially enable denial of service via local access.,MEDIUM,5.5,CWE-347,2021
CVE-2021-0153,Out-of-bounds write in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable aescalation of privilege via local access.,HIGH,7.8,CWE-787,2021
CVE-2021-0154,Improper input validation in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable aescalation of privilege via local access.,HIGH,7.8,CWE-20,2021
CVE-2021-0155,Unchecked return value in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable information disclosure via local access.,MEDIUM,5.5,CWE-252,2021
CVE-2021-0156,Improper input validation in the firmware for some Intel(R) Processors may allow an authenticated user to potentially enable an escalation of privilege via local access.,HIGH,7.8,CWE-20,2021
CVE-2021-0157,Insufficient control flow management in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable escalation of privilege via local access.,MEDIUM,6.7,NVD-CWE-Other,2021
CVE-2021-0158,Improper input validation in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable escalation of privilege via local access.,MEDIUM,6.7,CWE-20,2021
CVE-2021-0159,Improper input validation in the BIOS authenticated code module for some Intel(R) Processors may allow a privileged user to potentially enable aescalation of privilege via local access.,HIGH,7.8,CWE-20,2021
CVE-2021-0160,Uncontrolled search path in some Intel(R) NUC Pro Chassis Element AverMedia Capture Card drivers before version 3.0.64.143 may allow an authenticated user to potentially enable escalation of privilege via local access.,HIGH,7.8,CWE-427,2021
CVE-2021-0161,Improper input validation in firmware for Intel(R) PROSet/Wireless Wi-Fi in multiple operating systems and Killer(TM) Wi-Fi in Windows 10 and 11 may allow a privileged user to potentially enable escalation of privilege via local access.,MEDIUM,6.7,CWE-20,2021
CVE-2021-0162,Improper input validation in software for Intel(R) PROSet/Wireless Wi-Fi and Killer(TM) Wi-Fi in Windows 10 and 11 may allow an unauthenticated user to potentially enable escalation of privilege via adjacent access.,HIGH,8.8,CWE-20,2021
CVE-2021-0163,Improper Validation of Consistency within input in software for Intel(R) PROSet/Wireless Wi-Fi and Killer(TM) Wi-Fi in Windows 10 and 11 may allow an unauthenticated user to potentially enable escalation of privilege via adjacent access.,HIGH,8.8,CWE-20,2021
CVE-2021-0164,Improper access control in firmware for Intel(R) PROSet/Wireless Wi-Fi in multiple operating systems and Killer(TM) Wi-Fi in Windows 10 and 11 may allow an unauthenticated user to potentially enable escalation of privilege via local access.,HIGH,7.8,NVD-CWE-Other,2021
CVE-2021-0165,Improper input validation in firmware for Intel(R) PROSet/Wireless Wi-Fi in multiple operating systems and Killer(TM) Wi-Fi in Windows 10 and 11 may allow an unauthenticated user to potentially enable denial of service via adjacent access.,MEDIUM,6.5,CWE-20,2021
CVE-2021-0166,Exposure of Sensitive Information to an Unauthorized Actor in firmware for some Intel(R) PROSet/Wireless Wi-Fi in multiple operating systems and some Killer(TM) Wi-Fi in Windows 10 and 11 may allow a privileged user to potentially enable escalation of privilege via local access.,MEDIUM,6.7,CWE-200,2021
CVE-2021-0167,Improper access control in software for Intel(R) PROSet/Wireless Wi-Fi and Killer(TM) Wi-Fi in Windows 10 and 11 may allow a privileged user to potentially enable escalation of privilege via local access.,MEDIUM,6.7,NVD-CWE-Other,2021
CVE-2021-0168,Improper input validation in firmware for some Intel(R) PROSet/Wireless Wi-Fi in multiple operating systems and some Killer(TM) Wi-Fi in Windows 10 and 11 may allow a privileged user to potentially enable escalation of privilege via local access.,MEDIUM,6.7,CWE-20,2021
CVE-2021-0169,Uncontrolled Search Path Element in software for Intel(R) PROSet/Wireless Wi-Fi in Windows 10 and 11 may allow a privileged user to potentially enable escalation of privilege via local access.,MEDIUM,6.7,CWE-427,2021
CVE-2021-0170,Exposure of Sensitive Information to an Unauthorized Actor in firmware for some Intel(R) PROSet/Wireless Wi-Fi in multiple operating systems and some Killer(TM) Wi-Fi in Windows 10 and 11 may allow an authenticated user to potentially enable information disclosure via local access.,MEDIUM,5.5,CWE-200,2021
CVE-2021-0171,Improper access control in software for Intel(R) PROSet/Wireless Wi-Fi and Killer(TM) Wi-Fi in Windows 10 and 11 may allow an authenticated user to potentially enable information disclosure via local access.,MEDIUM,5.5,NVD-CWE-Other,2021
CVE-2021-0172,Improper input validation in firmware for some Intel(R) PROSet/Wireless Wi-Fi in multiple operating systems and some Killer(TM) Wi-Fi in Windows 10 and 11 may allow an unauthenticated user to potentially enable denial of service via adjacent access.,MEDIUM,6.5,CWE-20,2021
CVE-2021-0173,Improper Validation of Consistency within input in firmware for some Intel(R) PROSet/Wireless Wi-Fi in multiple operating systems and some Killer(TM) Wi-Fi in Windows 10 and 11 may allow a unauthenticated user to potentially enable denial of service via adjacent access.,MEDIUM,6.5,CWE-20,2021
